"year","iso3c","countryname","wb_region","wb_income_group","gdp","inv","edu","inf","credit","rem","intr","lab_part","ef","area1","area2","area3","area4","area5"
2023,"CRI","Costa Rica","Latin America & the Caribbean","High Income",14318.8389652286,8.59803426778728,125.510070800781,0.525193508693476,51.1196932765822,0.765456761111589,9.19254167549845,56.83,7.85,7.45954316907976,6.75971632166228,9.52950577354035,8.50424203433375,6.98350891063189
2023,"ISL","Iceland","Europe & Central Asia","High Income",59307.182202664,4.26360425097928,108.911361694336,8.73630299937292,88.9881602894061,0.702215780281128,5.42923889681341,74.748,7.71,5.94775941607482,8.54403585396489,8.65182271082396,8.42610121705558,6.99767056698573
2023,"GEO","Georgia","Europe & Central Asia","Upper-Middle Income",6180.6206023429,29.3980464420269,103.183588288651,2.48776056578715,66.4033160272702,13.6504078223071,10.2601218557843,63.081,7.69,7.35273188042575,5.81960230710707,8.90207581240035,8.77446764082287,7.61963496728733
2023,"GTM","Guatemala","Latin America & the Caribbean","Upper-Middle Income",4470.70711139938,7.91919143224153,47.3762534803949,6.20657592272128,37.1320979156763,19.1446464434631,5.08880427310201,60.212,7.62,9.18426315849579,4.60832648282017,8.87413721336945,8.33776348154984,7.07196196746149
2023,"CZE","Czechia","Europe & Central Asia","High Income",20251.7485519779,2.52079048238183,97.6154174804688,10.6612601372426,47.977128915192,1.24586319538205,-3.1844035916356,60.43,7.61,6.03360764666951,7.67521572082531,8.36293534856367,8.87191423516012,7.08767020562103
2023,"ALB","Albania","Europe & Central Asia","Upper-Middle Income",5444.93000074979,1.04304716606718,96.1368771236947,4.75976421930108,32.3894410028865,8.64718937738839,0.269279912716112,60.432,7.56,7.63737308348389,5.55222151696102,8.94848353939552,8.53616371965161,7.10851751955588
2023,"MYS","Malaysia","East Asia & Pacific","Upper-Middle Income",11429.5894122241,5.466822444428,79.4472788704033,2.48886560125756,117.170995792419,0.426423731973591,7.32680719117579,65.659,7.56,7.22469540592675,5.70607940926233,9.33479034495615,7.88714915035542,7.66461593116082
2023,"KOR","Korea, Rep.","East Asia & Pacific","High Income",34121.0211756766,1.14490532577429,96.2983932495117,3.59745625029012,176.11808050281,0.410732680413717,3.06189296985216,64.266,7.53,6.18125148445366,7.15360917551743,9.24134420013179,8.00000254032524,7.07048866347067
2023,"ARM","Armenia","Europe & Central Asia","Upper-Middle Income",5197.23509013575,10.1000000043815,89.4111027634947,1.98041877615558,55.6355274851118,6.4228287588126,9.45938580289314,62.033,7.46,8.02794813150473,5.69401418374891,9.06087184627746,8.13044141331391,6.38752442527796
2023,"ITA","Italy","Europe & Central Asia","High Income",34146.0232257736,9.01557264840909,100.678756713867,5.62219442195906,63.4591041526891,0.525161613373638,-0.965055481450603,49.8,7.38,5.48547419040653,6.78164614867102,9.04356345120642,8.98903579942495,6.57854511247046
2023,"DOM","Dominican Republic","Latin America & the Caribbean","Upper-Middle Income",8809.96335385949,2.04582617131007,75.4805556926418,4.78561281021137,30.8419895792968,8.81581566434817,8.17430344772042,64.282,7.37,8.34352627548093,5.40302538211587,8.75236551590982,8.13606709949515,6.23869458655155
2023,"NOR","Norway","Europe & Central Asia","High Income",78775.8494196261,-1.54859446466291,117.775093078613,5.51784987104656,127.432045772675,0.124104424690457,18.4261670595293,65.211,7.35,4.99010773118969,8.85960655506055,7.57805273283552,8.33448040912621,6.99734093940414
2023,"ROU","Romania","Europe & Central Asia","High Income",12399.0008278388,14.522775659617,81.6316070556641,10.3971874764996,23.050199697673,2.84085244601,-3.05841844421633,51.642,7.32,6.72190728720375,6.8536687708146,8.17699373882117,8.44146167253085,6.4295152379298
2023,"MNE","Montenegro","Europe & Central Asia","Upper-Middle Income",8304.2554082997,6.88894302126646,93.8724975585938,8.58476910455405,43.0239753346502,10.689207826994,-3.79759139792422,48.275,7.16,6.65351365546219,5.67364640498703,8.27581538406755,8.28907514685358,6.88392397244528
2023,"URY","Uruguay","Latin America & the Caribbean","High Income",18378.9833563662,-5.71437801571173,119.105005958635,5.86910359896118,28.577104248513,0.172593352704533,8.20235085906623,63.924,7.16,6.44629511237059,6.32493746362372,8.54546726524056,7.98687864145637,6.50855432404157
2023,"BGR","Bulgaria","Europe & Central Asia","High Income",9810.66890602451,10.1888101405502,95.6239624023438,9.44284140088566,45.2374706048488,2.23290093071948,-3.28394425778422,56.843,7.13,6.73650763419425,5.55869198121087,8.19154097994629,8.40998224681743,6.74092012673629
2023,"THA","Thailand","East Asia & Pacific","Upper-Middle Income",6408.41432577294,1.21199106387833,93.3356315272258,8.47805174421546,154.140780148938,1.8786395323162,2.97300810909624,66.898,7.1,6.98053278880973,5.11975947991724,9.49516449967113,7.08083185268558,6.83030949424561
2023,"HUN","Hungary","Europe & Central Asia","High Income",16389.3914509189,-7.66755726221835,105.419059753418,17.1249659678737,32.7533165672591,2.4013393899886,0.0796505025122738,60.554,7.07,6.05258569274966,6.61721558927358,7.355689325488,8.71611860316225,6.60658656170492
2023,"HND","Honduras","Latin America & the Caribbean","Lower-Middle Income",2527.27366333188,11.2304443444794,54.5012702941895,6.66325180347458,75.6308247756834,26.1039039273527,7.87488227031588,57.363,6.99,8.83798284926793,4.00498711078937,8.59829730262359,7.06364451402289,6.45210707674416
2023,"IDN","Indonesia","East Asia & Pacific","Upper-Middle Income",4192.65167890692,3.76089831377983,96.0002120295081,3.6693865485976,36.0128888595253,1.05507286323115,7.28506359442174,66.966,6.96,8.3958965840889,4.70785205521083,8.98523441882278,7.03597714867282,5.65004082790698
2023,"MEX","Mexico","Latin America & the Caribbean","Upper-Middle Income",10253.5262648956,16.6262103280604,102.055458068848,5.52796087314385,33.2369362044555,3.69260172371,6.80354030332584,61.743,6.91,8.08912217290075,4.62548757262556,7.65974377227123,8.11044866550203,6.08852780715991
2023,"BTN","Bhutan","South Asia","Lower-Middle Income",3488.84449072501,-12.8111684324154,86.8564415582911,4.22934419929255,71.2932422930365,3.57497269708309,7.56503855335086,64.994,6.84,6.86971134660833,6.81153445473528,6.51593521251755,6.91019531460351,7.0742839195663
2023,"MKD","North Macedonia","Europe & Central Asia","Upper-Middle Income",6393.77346589147,5.74581594458547,90.0724868774414,9.36187249769015,52.3436552141182,2.93371241997263,-2.15811412671751,52.589,6.76,6.84529301312875,4.7635490960634,7.1839586972572,7.72191185224141,7.29070325693621
2023,"KEN","Kenya","Sub-Saharan Africa","Lower-Middle Income",1808.40479129677,1.91460819513338,84.3083880306996,7.67139634029401,31.6398269113548,3.91305703507243,7.05009384854802,66.977,6.68,6.54386751147807,5.10108638954354,8.87639964558398,6.41131167037655,6.47618319017053
2023,"ZAF","South Africa","Sub-Saharan Africa","Upper-Middle Income",5747.41965026414,3.86187149523518,104.133480684239,6.07524384579656,90.5484925643132,0.21102893140548,6.38879358816707,58.528,6.61,6.05286458188352,5.8757913752381,7.68457056296794,6.96589161364021,6.47413899401506
2023,"MDA","Moldova","Europe & Central Asia","Upper-Middle Income",3760.70006337895,-0.0367518611431024,97.8896863952854,13.4170104381299,25.5773164144673,12.041474563972,2.79517865274657,70.654,6.59,7.59297857432064,5.78550652544713,6.30150123477079,7.62752326026781,5.63998467064202
2023,"KGZ","Kyrgyz Republic","Europe & Central Asia","Lower-Middle Income",1298.25724482211,30.6335554509411,91.2655243671618,10.7532770416742,19.9450057285295,18.773661768124,-0.62851558198204,65.451,6.56,7.41753901374395,4.33508606735078,7.36920111369287,7.49744533829236,6.18592205587328
2023,"NIC","Nicaragua","Latin America & the Caribbean","Lower-Middle Income",2241.12235476653,13.033419978524,70.1749572753906,8.38765854872534,30.0090035145774,26.1841025303411,-1.17366915033279,65.443,6.43,6.54094219456566,3.43447373981308,8.43468348425061,7.89887671157632,5.86123450629779
2023,"BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper-Middle Income",6493.22233959649,12.0613312138555,87.8663787841797,6.10590112848281,47.3447520721813,10.2332696387749,-2.9636115769335,49.428,6.4,6.70912829260822,4.54738577499657,6.1766661447022,7.721108518942,6.84664820590674
2023,"RWA","Rwanda","Sub-Saharan Africa","Low Income",1004.33216719782,11.9036177804117,45.1251505756161,19.789546746467,22.3546156935488,3.61478178853266,3.67012650683346,63.664,6.37,4.98287162951499,5.99044742441575,6.77200414982,7.56050771411073,6.54035062364012
2023,"BOL","Bolivia","Latin America & the Caribbean","Lower-Middle Income",3226.08756009169,5.71327168488176,91.3676827044767,2.57688800489189,69.8349977137483,3.21120389766951,9.19561260406766,78.36,6.05,5.94262078572121,4.12952829904319,9.29090370701541,6.45681373435238,4.41892332377314
2023,"BLZ","Belize","Latin America & the Caribbean","Upper-Middle Income",6212.26051785042,7.05660505836576,83.619553808705,4.38984017487678,41.8406709566819,4.87689856013842,1.8099744501983,62.105,5.99,6.23573487274316,3.97595153936682,6.28998891449582,6.56898844653208,6.88694091024329
2023,"BGD","Bangladesh","South Asia","Lower-Middle Income",1885.37733613545,2.21095559607707,65.9856598598849,9.88350303779208,37.6413802339103,5.067993627851,0.629461237622801,61.736,5.83,8.36961027609168,3.4516276857511,6.24130131443388,5.6446353490845,5.43407072140605
2023,"SLE","Sierra Leone","Sub-Saharan Africa","Low Income",1113.86837500697,12.836178113854,86.9079513549805,47.6428733253179,3.23847326908286,4.56973534169797,-7.34105475218207,53.787,5.6,7.15242857142857,4.9657137542471,3.82753622603164,6.62810514484437,5.41747652711278
2023,"AGO","Angola","Sub-Saharan Africa","Lower-Middle Income",2334.66104267184,-5.27258991967527,51.4839046246776,13.6441017767715,9.55251865692922,0.014216841361803,-0.577616516625203,75.75,5.16,7.8344215184942,3.47757731392818,4.37891066535734,4.97171094287228,5.1350529688287
2023,"EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower-Middle Income",4111.3118478995,-16.6419334322663,84.474862198776,33.8847763115546,29.2578215393463,4.93326942206534,-5.64166240231384,42.821,5.08,5.32231796647708,3.48583578086002,5.96012495093887,6.12252576876356,4.49935581370079
2023,"ARG","Argentina","Latin America & the Caribbean","Upper-Middle Income",12933.2497342121,-1.99350939247589,105.574584297051,133.488935594175,15.437576647908,0.156171653314356,-16.7714229083122,62.286,4.48,6.18428802202933,5.54306382133754,1.25,3.61580510628379,5.79491138764573
2023,"DZA","Algeria","Middle East & North Africa","Upper-Middle Income",4660.40545687895,9.89999999953461,101.264892578125,9.32217375928319,18.8693623092257,0.754181163385594,7.08459692087747,41.144,4.24,4.29691319784453,3.78830455849267,6.38211059353065,2.59399440188779,4.11826336077796
2022,"ALB","Albania","Europe & Central Asia","Upper-Middle Income",5178.88431481499,1.62457382744661,97.3224714726407,6.72520271530052,33.7912432994927,9.17717165039736,-3.05376660769678,60.421,7.48,7.63048730273695,5.58431093583918,8.75589794502667,8.52803336927418,6.90033590922925
2022,"DZA","Algeria","Middle East & North Africa","Lower-Middle Income",4544.46688060372,2.60000000158965,104.550270080566,9.26551551551555,18.2351921382804,0.7555043343686,-12.1603164443163,41.398,4.34,4.31808966843276,3.77337085901981,6.37076496656587,3.13717466234016,4.10385782754948
2022,"ARG","Argentina","Latin America & the Caribbean","Upper-Middle Income",13182.7933950725,11.1583091797162,114.14811706543,72.430757531824,12.9136184380619,0.166952666555471,-10.2880388687473,61.484,4.67,6.19078534517697,5.41411944378765,2.54516221478043,4.1990968680075,4.99539432779037
2022,"ARM","Armenia","Europe & Central Asia","Upper-Middle Income",4791.00481712183,13.9999999986834,91.7106609922965,8.64091108973852,52.5538426755394,10.8688335174113,3.45742932557653,62.208,7.32,8.00595204731841,5.64485905747528,8.46957712703234,8.08223153677071,6.39380458552038
